,E,ratio,solutions,real_solutions,isOpt,Entropy,gamma_1,gamma_2,beta_1,beta_2,formula,MaxObj
0,0.99995849,0.99995849,111,"['1110', '1101', '1011', '1000', '0111', '0100', '0010', '0001']",TRUE,0.2499118,2.59993875,1.08330781,0.8975979,2.6927937,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[1, 1, 1, 1, 1, 1, 1, 1]"
1,0.99995849,0.99995849,1111,"['1111', '1100', '1010', '1001', '0110', '0101', '0011', '0000']",TRUE,0.2499118,2.59993875,1.08330781,0.8975979,2.6927937,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[1, 1, 1, 1, 1, 1, 1, 1]"
2,0.99997119,0.99997119,1111,"['1111', '1100', '1010', '1001', '0111', '0100', '0010', '0001']",TRUE,0.24993688,4.76655437,3.03326187,2.46839423,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
3,0.99997119,0.99997119,1011,"['1110', '1101', '1011', '1000', '0110', '0101', '0011', '0000']",TRUE,0.24993688,4.76655437,3.03326187,2.46839423,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
4,0.99997119,0.99997119,1111,"['1111', '1100', '1011', '1000', '0110', '0101', '0010', '0001']",TRUE,0.24993688,4.76655437,3.03326187,2.46839423,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
5,0.99997119,0.99997119,111,"['1110', '1101', '1010', '1001', '0111', '0100', '0011', '0000']",TRUE,0.24993688,4.76655437,3.03326187,2.46839423,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
6,0.99997119,0.99997119,1111,"['1111', '1101', '1010', '1000', '0110', '0100', '0011', '0001']",TRUE,0.24993688,4.76655437,3.03326187,2.46839423,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
7,0.99997119,0.99997119,111,"['1110', '1100', '1011', '1001', '0111', '0101', '0010', '0000']",TRUE,0.24993688,4.76655437,3.03326187,2.46839423,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
8,0.99997119,0.99997119,1111,"['1111', '1110', '1001', '1000', '0101', '0100', '0011', '0010']",TRUE,0.24993688,4.76655437,3.03326187,2.46839423,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
9,0.99997119,0.99997119,110,"['1101', '1100', '1011', '1010', '0111', '0110', '0001', '0000']",TRUE,0.24993688,4.76655437,3.03326187,2.46839423,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
10,0.99995849,0.99995849,1,"['1110', '1100', '1011', '1001', '0110', '0100', '0011', '0001']",TRUE,0.2499118,2.59993875,5.1998775,2.91719318,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
11,0.99995849,0.99995849,0,"['1111', '1101', '1010', '1000', '0111', '0101', '0010', '0000']",TRUE,0.2499118,2.59993875,5.1998775,2.91719318,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
12,0.99995849,0.99995849,10,"['1101', '1100', '1011', '1010', '0101', '0100', '0011', '0010']",TRUE,0.2499118,2.59993875,5.1998775,2.91719318,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
13,0.99995849,0.99995849,0,"['1111', '1110', '1001', '1000', '0111', '0110', '0001', '0000']",TRUE,0.2499118,2.59993875,5.1998775,2.91719318,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
14,0.99995849,0.99995849,1,"['1110', '1100', '1010', '1000', '0111', '0101', '0011', '0001']",TRUE,0.2499118,2.59993875,5.1998775,2.91719318,0.8975979,"(0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
15,0.99995849,0.99995849,0,"['1111', '1101', '1011', '1001', '0110', '0100', '0010', '0000']",TRUE,0.2499118,2.59993875,5.1998775,2.91719318,0.8975979,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
16,0.99995849,0.99995849,10,"['1101', '1100', '1001', '1000', '0111', '0110', '0011', '0010']",TRUE,0.2499118,3.68324656,1.08330781,2.91719318,2.46839423,"(0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
17,0.99995849,0.99995849,100,"['1111', '1110', '1011', '1010', '0101', '0100', '0001', '0000']",TRUE,0.2499118,2.59993875,5.1998775,2.91719318,0.8975979,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
18,1.92148323,0.96074161,1101,"['1110', '1101', '0010', '0001']",TRUE,0.43101879,4.54989281,1.7332925,0.8975979,2.46839423,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[2, 2, 2, 2]"
19,1.92148323,0.96074161,1001,"['1010', '1001', '0110', '0101']",TRUE,0.43101879,4.54989281,1.7332925,0.8975979,2.46839423,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[2, 2, 2, 2]"
20,1.68975652,0.84487826,1,"['1010', '1001', '0010', '0001']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[2, 2, 2, 2]"
21,1.68975652,0.84487826,1101,"['1110', '1101', '0110', '0101']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[2, 2, 2, 2]"
22,1.68975652,0.84487826,10,"['0110', '0101', '0010', '0001']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[2, 2, 2, 2]"
23,1.68975652,0.84487826,1010,"['1110', '1101', '1010', '1001']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[2, 2, 2, 2]"
24,1.99137183,0.99568592,1,"['1101', '1010', '0110', '0001']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[2, 2, 2, 2]"
25,1.99137183,0.99568592,10,"['1110', '1001', '0101', '0010']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[2, 2, 2, 2]"
26,1.99137183,0.99568592,10,"['1110', '1001', '0101', '0010']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[2, 2, 2, 2]"
27,1.99137183,0.99568592,1,"['1101', '1010', '0110', '0001']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[2, 2, 2, 2]"
28,1.9746688,0.9873344,1110,"['1110', '1001', '0110', '0001']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
29,1.9746688,0.9873344,1101,"['1101', '1010', '0101', '0010']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
30,1.9746688,0.9873344,101,"['1101', '1010', '0101', '0010']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
31,1.9746688,0.9873344,1110,"['1110', '1001', '0110', '0001']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
32,1.9746688,0.9873344,1010,"['1110', '1010', '0101', '0001']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
33,1.9746688,0.9873344,1101,"['1101', '1001', '0110', '0010']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
34,1.9746688,0.9873344,1001,"['1101', '1001', '0110', '0010']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
35,1.9746688,0.9873344,1010,"['1110', '1010', '0101', '0001']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
36,1.92148323,0.96074161,100,"['1011', '1000', '0111', '0100']",TRUE,0.43101879,4.54989281,1.7332925,0.8975979,2.46839423,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[2, 2, 2, 2]"
37,1.92148323,0.96074161,1100,"['1111', '1100', '0011', '0000']",TRUE,0.43101879,4.54989281,1.7332925,0.8975979,2.46839423,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[2, 2, 2, 2]"
38,1.68975652,0.84487826,100,"['1111', '1100', '0111', '0100']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[2, 2, 2, 2]"
39,1.68975652,0.84487826,0,"['1011', '1000', '0011', '0000']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[2, 2, 2, 2]"
40,1.68975652,0.84487826,1100,"['1111', '1100', '1011', '1000']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[2, 2, 2, 2]"
41,1.68975652,0.84487826,0,"['0111', '0100', '0011', '0000']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[2, 2, 2, 2]"
42,1.99137183,0.99568592,11,"['1111', '1000', '0100', '0011']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[2, 2, 2, 2]"
43,1.99137183,0.99568592,0,"['1100', '1011', '0111', '0000']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[2, 2, 2, 2]"
44,1.99137183,0.99568592,11,"['1111', '1000', '0100', '0011']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[2, 2, 2, 2]"
45,1.99137183,0.99568592,0,"['1100', '1011', '0111', '0000']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[2, 2, 2, 2]"
46,1.9746688,0.9873344,1011,"['1100', '1011', '0100', '0011']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
47,1.9746688,0.9873344,111,"['1111', '1000', '0111', '0000']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
48,1.9746688,0.9873344,1011,"['1100', '1011', '0100', '0011']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
49,1.9746688,0.9873344,1111,"['1111', '1000', '0111', '0000']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
50,1.9746688,0.9873344,111,"['1100', '1000', '0111', '0011']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
51,1.9746688,0.9873344,1011,"['1111', '1011', '0100', '0000']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
52,1.9746688,0.9873344,111,"['1100', '1000', '0111', '0011']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
53,1.9746688,0.9873344,1111,"['1111', '1011', '0100', '0000']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
54,1.92148323,0.96074161,111,"['1011', '1000', '0111', '0100']",TRUE,0.43101879,4.54989281,1.7332925,0.8975979,2.46839423,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[2, 2, 2, 2]"
55,1.92148323,0.96074161,110,"['1010', '1001', '0110', '0101']",TRUE,0.43101879,4.54989281,1.7332925,0.8975979,2.46839423,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[2, 2, 2, 2]"
56,1.99137183,0.99568592,100,"['1010', '1001', '0111', '0100']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[2, 2, 2, 2]"
57,1.99137183,0.99568592,101,"['1011', '1000', '0110', '0101']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[2, 2, 2, 2]"
58,1.99137183,0.99568592,110,"['1011', '1000', '0110', '0101']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[2, 2, 2, 2]"
59,1.99137183,0.99568592,111,"['1010', '1001', '0111', '0100']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[2, 2, 2, 2]"
60,1.68975652,0.84487826,100,"['1010', '1000', '0110', '0100']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[2, 2, 2, 2]"
61,1.68975652,0.84487826,1001,"['1011', '1001', '0111', '0101']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[2, 2, 2, 2]"
62,1.68975652,0.84487826,101,"['1001', '1000', '0101', '0100']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[2, 2, 2, 2]"
63,1.68975652,0.84487826,1011,"['1011', '1010', '0111', '0110']",TRUE,0.31518649,1.94995406,1.94995406,0.8975979,1.12199738,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[2, 2, 2, 2]"
64,1.9746688,0.9873344,1001,"['1011', '1001', '0110', '0100']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
65,1.9746688,0.9873344,111,"['1010', '1000', '0111', '0101']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
66,1.9746688,0.9873344,1011,"['1011', '1010', '0101', '0100']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
67,1.9746688,0.9873344,111,"['1001', '1000', '0111', '0110']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
68,1.9746688,0.9873344,111,"['1010', '1000', '0111', '0101']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
69,1.9746688,0.9873344,110,"['1011', '1001', '0110', '0100']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
70,1.9746688,0.9873344,110,"['1001', '1000', '0111', '0110']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
71,1.9746688,0.9873344,1010,"['1011', '1010', '0101', '0100']",TRUE,0.47893677,5.1998775,4.54989281,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
72,0.99981591,0.99981591,1001,"['1110', '1101', '1011', '1010', '1001', '1000', '0111', '0110', '0101', '0100', '0010', '0001']",TRUE,0.16218557,4.33323125,1.29996937,2.01959528,0.67319843,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
73,2.93645017,0.97881672,101,"['1010', '1001', '0110', '0101']",TRUE,0.46596174,3.89990812,1.08330781,0.8975979,0.44879895,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[3, 3, 3, 3]"
74,1.99137183,0.66379061,100,"['1010', '1001']",FALSE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[3, 3]"
75,1.99137183,0.66379061,101,"['0110', '0101']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[3, 3]"
76,1.99137183,0.66379061,101,"['0110', '0101']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[3, 3]"
77,1.99137183,0.66379061,1010,"['1010', '1001']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[3, 3]"
78,1.99137183,0.66379061,110,"['1010', '0110']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[3, 3]"
79,1.99137183,0.66379061,101,"['1001', '0101']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[3, 3]"
80,1.99137183,0.66379061,101,"['1001', '0101']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[3, 3]"
81,1.99137183,0.66379061,110,"['1010', '0110']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[3, 3]"
82,2.45766723,0.81922241,1001,"['1001', '0110']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[3, 3]"
83,2.45766723,0.81922241,101,"['1010', '0101']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[3, 3]"
84,2.45766723,0.81922241,1010,"['1010', '0101']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[3, 3]"
85,2.45766723,0.81922241,1001,"['1001', '0110']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[3, 3]"
86,2.45766723,0.81922241,101,"['1010', '0101']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
87,2.45766723,0.81922241,1001,"['1001', '0110']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
88,2.45766723,0.81922241,1001,"['1001', '0110']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
89,2.45766723,0.81922241,1010,"['1010', '0101']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
90,2.93645017,0.97881672,100,"['1011', '1000', '0111', '0100']",TRUE,0.46596174,3.89990812,1.08330781,0.8975979,0.44879895,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[3, 3, 3, 3]"
91,0.99981591,0.99981591,1000,"['1111', '1100', '1011', '1010', '1001', '1000', '0111', '0110', '0101', '0100', '0011', '0000']",TRUE,0.16218557,4.33323125,1.29996937,2.01959528,0.67319843,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
92,1.99137183,0.66379061,100,"['0111', '0100']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[3, 3]"
93,1.99137183,0.66379061,110,"['1011', '1000']",FALSE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[3, 3]"
94,1.99137183,0.66379061,110,"['1011', '1000']",FALSE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[3, 3]"
95,1.99137183,0.66379061,111,"['0111', '0100']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[3, 3]"
96,1.99137183,0.66379061,100,"['1000', '0100']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[3, 3]"
97,1.99137183,0.66379061,111,"['1011', '0111']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[3, 3]"
98,1.99137183,0.66379061,100,"['1000', '0100']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[3, 3]"
99,1.99137183,0.66379061,111,"['1011', '0111']",TRUE,0.49177756,4.76655437,4.76655437,1.57079633,1.57079633,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[3, 3]"
100,2.45766723,0.81922241,1011,"['1011', '0100']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[3, 3]"
101,2.45766723,0.81922241,111,"['1000', '0111']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[3, 3]"
102,2.45766723,0.81922241,1011,"['1011', '0100']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[3, 3]"
103,2.45766723,0.81922241,111,"['1000', '0111']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[3, 3]"
104,2.45766723,0.81922241,111,"['1000', '0111']",TRUE,0.43610721,5.41653906,4.76655437,2.01959528,2.46839423,"(0, 0, 0, 0, -1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
