,E,ratio,solutions,real_solutions,isOpt,Entropy,gamma_1,gamma_2,beta_1,beta_2,formula,MaxObj
23,0.998533414,0.499266707,11,"['1110', '1101', '1010', '1001']",FALSE,0.247826613,4.766554371,,1.570796327,,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[2, 2, 2, 2]"
24,1.365562773,0.682781387,1010,"['1101', '1010', '0110', '0001']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[2, 2, 2, 2]"
25,1.365562773,0.682781387,1001,"['1110', '1001', '0101', '0010']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[2, 2, 2, 2]"
26,1.365562773,0.682781387,1001,"['1110', '1001', '0101', '0010']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[2, 2, 2, 2]"
27,1.365562773,0.682781387,1010,"['1101', '1010', '0110', '0001']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[2, 2, 2, 2]"
28,1.264829106,0.632414553,1,"['1110', '1001', '0110', '0001']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
29,1.264829106,0.632414553,10,"['1101', '1010', '0101', '0010']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
30,1.264829106,0.632414553,10,"['1101', '1010', '0101', '0010']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
31,1.264829106,0.632414553,1,"['1110', '1001', '0110', '0001']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
32,1.264829106,0.632414553,1,"['1110', '1010', '0101', '0001']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
33,1.264829106,0.632414553,10,"['1101', '1001', '0110', '0010']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
34,1.264829106,0.632414553,10,"['1101', '1001', '0110', '0010']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
35,1.264829106,0.632414553,1,"['1110', '1010', '0101', '0001']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
36,0.997813732,0.498906866,1011,"['1011', '1000', '0111', '0100']",TRUE,0.128115949,0.866646249,,0.448798951,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[2, 2, 2, 2]"
37,0.997813732,0.498906866,0,"['1111', '1100', '0011', '0000']",TRUE,0.128115949,5.416539058,,2.692793703,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[2, 2, 2, 2]"
38,0.998533414,0.499266707,111,"['1111', '1100', '0111', '0100']",TRUE,0.247826613,4.766554371,,1.570796327,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[2, 2, 2, 2]"
39,0.998533414,0.499266707,1000,"['1011', '1000', '0011', '0000']",TRUE,0.247826613,4.766554371,,1.570796327,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[2, 2, 2, 2]"
40,0.998533414,0.499266707,1011,"['1111', '1100', '1011', '1000']",TRUE,0.247826613,4.766554371,,1.570796327,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[2, 2, 2, 2]"
41,0.998533414,0.499266707,11,"['0111', '0100', '0011', '0000']",TRUE,0.247826613,4.766554371,,1.570796327,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[2, 2, 2, 2]"
42,1.365562773,0.682781387,1111,"['1111', '1000', '0100', '0011']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[2, 2, 2, 2]"
43,1.365562773,0.682781387,1011,"['1100', '1011', '0111', '0000']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[2, 2, 2, 2]"
44,1.365562773,0.682781387,1000,"['1111', '1000', '0100', '0011']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[2, 2, 2, 2]"
45,1.365562773,0.682781387,1011,"['1100', '1011', '0111', '0000']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[2, 2, 2, 2]"
46,1.264829106,0.632414553,11,"['1100', '1011', '0100', '0011']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
47,1.264829106,0.632414553,0,"['1111', '1000', '0111', '0000']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
48,1.264829106,0.632414553,11,"['1100', '1011', '0100', '0011']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
49,1.264829106,0.632414553,0,"['1111', '1000', '0111', '0000']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
50,1.264829106,0.632414553,11,"['1100', '1000', '0111', '0011']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
51,1.264829106,0.632414553,0,"['1111', '1011', '0100', '0000']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
52,1.264829106,0.632414553,11,"['1100', '1000', '0111', '0011']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
53,1.264829106,0.632414553,0,"['1111', '1011', '0100', '0000']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
54,0.997813732,0.498906866,111,"['1011', '1000', '0111', '0100']",TRUE,0.128115949,0.866646249,,0.448798951,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[2, 2, 2, 2]"
55,0.997813732,0.498906866,1001,"['1010', '1001', '0110', '0101']",TRUE,0.128115949,5.416539058,,2.692793703,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[2, 2, 2, 2]"
56,1.365562773,0.682781387,100,"['1010', '1001', '0111', '0100']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[2, 2, 2, 2]"
57,1.365562773,0.682781387,101,"['1011', '1000', '0110', '0101']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[2, 2, 2, 2]"
58,1.365562773,0.682781387,1000,"['1011', '1000', '0110', '0101']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[2, 2, 2, 2]"
59,1.365562773,0.682781387,1001,"['1010', '1001', '0111', '0100']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[2, 2, 2, 2]"
60,0.998533414,0.499266707,110,"['1010', '1000', '0110', '0100']",TRUE,0.247826613,4.766554371,,1.570796327,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[2, 2, 2, 2]"
61,0.998533414,0.499266707,0,"['1011', '1001', '0111', '0101']",FALSE,0.247826613,4.766554371,,1.570796327,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[2, 2, 2, 2]"
62,0.998533414,0.499266707,10,"['1001', '1000', '0101', '0100']",FALSE,0.247826613,4.766554371,,1.570796327,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[2, 2, 2, 2]"
63,0.998533414,0.499266707,1100,"['1011', '1010', '0111', '0110']",FALSE,0.247826613,4.766554371,,1.570796327,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[2, 2, 2, 2]"
64,1.264829106,0.632414553,100,"['1011', '1001', '0110', '0100']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
65,1.264829106,0.632414553,101,"['1010', '1000', '0111', '0101']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
66,1.264829106,0.632414553,100,"['1011', '1010', '0101', '0100']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
67,1.264829106,0.632414553,110,"['1001', '1000', '0111', '0110']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
68,1.264829106,0.632414553,101,"['1010', '1000', '0111', '0101']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
69,1.264829106,0.632414553,100,"['1011', '1001', '0110', '0100']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
70,1.264829106,0.632414553,110,"['1001', '1000', '0111', '0110']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
71,1.264829106,0.632414553,100,"['1011', '1010', '0101', '0100']",TRUE,0.158575319,1.083307812,,0.897597901,,"(0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
72,0.999164125,0.999164125,101,"['1110', '1101', '1011', '1010', '1001', '1000', '0111', '0110', '0101', '0100', '0010', '0001']",TRUE,0.104641462,0.649984687,,0.448798951,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
73,1.758366775,0.586122258,1001,"['1010', '1001', '0110', '0101']",TRUE,0.196828284,2.166615623,,2.468394228,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[3, 3, 3, 3]"
74,1.537640059,0.512546686,1010,"['1010', '1001']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[3, 3]"
75,1.537640059,0.512546686,101,"['0110', '0101']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[3, 3]"
76,1.537640059,0.512546686,101,"['0110', '0101']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[3, 3]"
77,1.537640059,0.512546686,1001,"['1010', '1001']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[3, 3]"
78,1.537640059,0.512546686,110,"['1010', '0110']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[3, 3]"
79,1.537640059,0.512546686,1001,"['1001', '0101']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[3, 3]"
80,1.537640059,0.512546686,1001,"['1001', '0101']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[3, 3]"
81,1.537640059,0.512546686,110,"['1010', '0110']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[3, 3]"
82,1.705137782,0.568379261,110,"['1001', '0110']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[3, 3]"
83,1.705137782,0.568379261,1010,"['1010', '0101']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[3, 3]"
84,1.705137782,0.568379261,101,"['1010', '0101']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[3, 3]"
85,1.705137782,0.568379261,1001,"['1001', '0110']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[3, 3]"
86,1.705137782,0.568379261,101,"['1010', '0101']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
87,1.705137782,0.568379261,1001,"['1001', '0110']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
88,1.705137782,0.568379261,110,"['1001', '0110']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
89,1.705137782,0.568379261,1010,"['1010', '0101']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
90,1.758366775,0.586122258,1011,"['1011', '1000', '0111', '0100']",TRUE,0.196828284,2.166615623,,2.468394228,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[3, 3, 3, 3]"
91,0.999164125,0.999164125,111,"['1111', '1100', '1011', '1010', '1001', '1000', '0111', '0110', '0101', '0100', '0011', '0000']",TRUE,0.104641462,0.649984687,,0.448798951,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
92,1.537640059,0.512546686,100,"['0111', '0100']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[3, 3]"
93,1.537640059,0.512546686,1000,"['1011', '1000']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[3, 3]"
94,1.537640059,0.512546686,1000,"['1011', '1000']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[3, 3]"
95,1.537640059,0.512546686,100,"['0111', '0100']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[3, 3]"
96,1.537640059,0.512546686,100,"['1000', '0100']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[3, 3]"
97,1.537640059,0.512546686,111,"['1011', '0111']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[3, 3]"
98,1.537640059,0.512546686,100,"['1000', '0100']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[3, 3]"
99,1.537640059,0.512546686,111,"['1011', '0111']",TRUE,0.185874396,0.866646249,,0.673198426,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[3, 3]"
100,1.705137782,0.568379261,1011,"['1011', '0100']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[3, 3]"
101,1.705137782,0.568379261,111,"['1000', '0111']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[3, 3]"
102,1.705137782,0.568379261,1011,"['1011', '0100']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[3, 3]"
103,1.705137782,0.568379261,111,"['1000', '0111']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[3, 3]"
104,1.705137782,0.568379261,111,"['1000', '0111']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
105,1.705137782,0.568379261,1011,"['1011', '0100']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
106,1.705137782,0.568379261,111,"['1000', '0111']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
107,1.705137782,0.568379261,1011,"['1011', '0100']",TRUE,0.212307735,5.416539058,,2.468394228,,"(0, 0, 0, 0, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
108,0.997813732,0.498906866,10,"['1110', '1101', '0010', '0001']",TRUE,0.128115949,0.866646249,,0.448798951,,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[2, 2, 2, 2]"
109,0.997813732,0.498906866,11,"['1111', '1100', '0011', '0000']",TRUE,0.128115949,0.866646249,,0.448798951,,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[2, 2, 2, 2]"
110,1.365562773,0.682781387,1111,"['1111', '1100', '0010', '0001']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[2, 2, 2, 2]"
111,1.365562773,0.682781387,11,"['1110', '1101', '0011', '0000']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[2, 2, 2, 2]"
112,1.365562773,0.682781387,1,"['1111', '1100', '0010', '0001']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[2, 2, 2, 2]"
113,1.365562773,0.682781387,0,"['1110', '1101', '0011', '0000']",TRUE,0.196265779,1.299969374,,0.673198426,,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[2, 2, 2, 2]"
