,E,ratio,solutions,real_solutions,isOpt,Entropy,gamma_1,gamma_2,beta_1,beta_2,formula,MaxObj
0,1,1,1000,"['1110', '1101', '1011', '1000', '0111', '0100', '0010', '0001']",TRUE,0.25,1.60154854,4.14937626,0.39755325,1.57988817,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[1, 1, 1, 1, 1, 1, 1, 1]"
1,1,1,0,"['1111', '1100', '1010', '1001', '0110', '0101', '0011', '0000']",TRUE,0.25,3.94904465,2.36339717,2.29554217,1.13448144,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[1, 1, 1, 1, 1, 1, 1, 1]"
2,1,1,1100,"['1111', '1100', '1010', '1001', '0111', '0100', '0010', '0001']",TRUE,0.25,2.67254673,4.34223975,0.8143127,2.51965916,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
3,1,1,0,"['1110', '1101', '1011', '1000', '0110', '0101', '0011', '0000']",TRUE,0.25,4.75447151,1.0348395,1.56245888,0.01631698,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
4,1,1,10,"['1111', '1100', '1011', '1000', '0110', '0101', '0010', '0001']",TRUE,0.25,2.03649835,2.20305938,2.49231156,1.89761003,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
5,1,1,1010,"['1110', '1101', '1010', '1001', '0111', '0100', '0011', '0000']",TRUE,0.25,2.3988325,4.62345712,2.65041683,0.2774559,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
6,1,1,1,"['1111', '1101', '1010', '1000', '0110', '0100', '0011', '0001']",TRUE,0.25,0.35424819,1.33722781,0.29067503,2.52838908,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
7,1,1,10,"['1110', '1100', '1011', '1001', '0111', '0101', '0010', '0000']",TRUE,0.25,4.71239536,6.28318531,2.87367824,0.79151331,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
8,1,1,1001,"['1111', '1110', '1001', '1000', '0101', '0100', '0011', '0010']",TRUE,0.25,4.49980074,5.2005491,2.65628543,0.96678859,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
9,1,1,1101,"['1101', '1100', '1011', '1010', '0111', '0110', '0001', '0000']",TRUE,0.25,4.57801166,3.00120974,0.94877585,1.47328834,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
10,1,1,110,"['1110', '1100', '1011', '1001', '0110', '0100', '0011', '0001']",TRUE,0.25,1.08541836,0.66060033,2.72925145,1.13887197,"(0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
11,1,1,101,"['1111', '1101', '1010', '1000', '0111', '0101', '0010', '0000']",TRUE,0.25,4.15973148,3.78962609,0.30934828,1.04352779,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
12,1,1,100,"['1101', '1100', '1011', '1010', '0101', '0100', '0011', '0010']",TRUE,0.25,0.47509607,4.39862718,2.69748776,2.17477215,"(0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
13,1,1,1110,"['1111', '1110', '1001', '1000', '0111', '0110', '0001', '0000']",TRUE,0.25,1.40637278,6.07148029,1.91520728,2.01731109,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
14,1,1,1110,"['1110', '1100', '1010', '1000', '0111', '0101', '0011', '0001']",TRUE,0.25,1.18493923,0.38623626,3.11828437,0.80699161,"(0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
15,1,1,1111,"['1111', '1101', '1011', '1001', '0110', '0100', '0010', '0000']",TRUE,0.25,4.92650762,2.90236763,0.23498638,1.01460166,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
16,1,1,11,"['1101', '1100', '1001', '1000', '0111', '0110', '0011', '0010']",TRUE,0.25,2.08228624,2.56092772,2.86946314,2.12196155,"(0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
17,1,1,1110,"['1111', '1110', '1011', '1010', '0101', '0100', '0001', '0000']",TRUE,0.25,5.95176756,1.46543983,2.20001933,0.62799051,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[1, 1, 1, 1, 1, 1, 1, 1]"
18,2,1,1,"['1110', '1101', '0010', '0001']",TRUE,0.5,1.57079417,1.57079395,0.78539947,0.78539756,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[2, 2, 2, 2]"
19,2,1,101,"['1010', '1001', '0110', '0101']",TRUE,0.5,4.71239085,4.71238865,2.35619467,2.35619554,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[2, 2, 2, 2]"
20,1.66166245,0.83083122,1,"['1010', '1001', '0010', '0001']",TRUE,0.29229922,4.50819961,1.13208931,2.30193539,0.91606085,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[2, 2, 2, 2]"
21,1.66166245,0.83083122,1101,"['1110', '1101', '0110', '0101']",TRUE,0.29229923,4.50819802,1.13208981,2.30193417,0.91606178,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[2, 2, 2, 2]"
22,1.70722456,0.85361228,101,"['0110', '0101', '0010', '0001']",TRUE,0.31504279,1.88594253,2.01258511,0.83457303,1.04995483,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[2, 2, 2, 2]"
23,1.66166245,0.83083122,1001,"['1110', '1101', '1010', '1001']",TRUE,0.29229923,4.50819615,1.13209142,2.30193204,0.91606174,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[2, 2, 2, 2]"
24,2,1,1101,"['1101', '1010', '0110', '0001']",TRUE,0.5,4.71238863,4.71238937,1.57079542,1.57079713,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[2, 2, 2, 2]"
25,2,1,1001,"['1110', '1001', '0101', '0010']",TRUE,0.5,4.71238863,4.71238856,1.5707964,1.5707959,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[2, 2, 2, 2]"
26,2,1,10,"['1110', '1001', '0101', '0010']",TRUE,0.5,4.71238817,4.71238826,1.57079541,1.57079746,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[2, 2, 2, 2]"
27,1.9329719,0.96648595,110,"['1101', '1010', '0110', '0001']",TRUE,0.43861108,0.9245323,1.69619403,0.77380006,0.50859739,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[2, 2, 2, 2]"
28,2,1,1110,"['1110', '1001', '0110', '0001']",TRUE,0.5,5.220857,4.52557736,2.10196041,2.42361809,"(0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
29,2,1,10,"['1101', '1010', '0101', '0010']",TRUE,0.5,4.71239005,3.14159246,2.3561943,0.78539823,"(0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
30,2,1,1101,"['1101', '1010', '0101', '0010']",TRUE,0.5,1.57079739,3.14159167,0.78539795,2.35619426,"(0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
31,2,1,1,"['1110', '1001', '0110', '0001']",TRUE,0.5,1.57078404,3.14158977,0.78540277,2.35619864,"(0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
32,2,1,1,"['1110', '1010', '0101', '0001']",TRUE,0.5,4.71239015,3.14159125,2.35619332,0.78539911,"(0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
33,2,1,110,"['1101', '1001', '0110', '0010']",TRUE,0.5,1.57079732,3.14159403,0.78539713,2.3561947,"(0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
34,2,1,1001,"['1101', '1001', '0110', '0010']",TRUE,0.5,4.71238937,3.14159144,2.356195,0.78539637,"(0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
35,2,1,1,"['1110', '1010', '0101', '0001']",TRUE,0.5,1.06232713,1.75760702,1.03963272,0.71797498,"(0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
36,2,1,1011,"['1011', '1000', '0111', '0100']",TRUE,0.5,4.71238897,4.71238895,2.35619446,2.35619456,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[2, 2, 2, 2]"
37,2,1,0,"['1111', '1100', '0011', '0000']",TRUE,0.5,1.57079791,1.57079413,0.78539682,0.78539881,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[2, 2, 2, 2]"
38,1.70722456,0.85361228,1100,"['1111', '1100', '0111', '0100']",TRUE,0.31504313,1.88594877,2.01258486,0.83457505,1.0499599,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[2, 2, 2, 2]"
39,1.66166245,0.83083122,0,"['1011', '1000', '0011', '0000']",TRUE,0.29229924,4.50819816,1.13208944,2.30193635,0.91606027,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[2, 2, 2, 2]"
40,1.70722456,0.85361228,1011,"['1111', '1100', '1011', '1000']",TRUE,0.31504299,1.88594591,2.01258419,0.83457456,1.04995778,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[2, 2, 2, 2]"
41,1.66166245,0.83083122,0,"['0111', '0100', '0011', '0000']",TRUE,0.29229929,4.50819229,1.13208908,2.30193676,0.91606293,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[2, 2, 2, 2]"
42,2,1,11,"['1111', '1000', '0100', '0011']",TRUE,0.5,4.71238523,4.71238357,1.57079823,1.57079229,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[2, 2, 2, 2]"
43,2,1,0,"['1100', '1011', '0111', '0000']",TRUE,0.5,4.71238765,4.71238576,1.57079746,1.57079588,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[2, 2, 2, 2]"
44,2,1,100,"['1111', '1000', '0100', '0011']",TRUE,0.5,4.71239146,4.71238798,1.57079975,1.57079643,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[2, 2, 2, 2]"
45,2,1,0,"['1100', '1011', '0111', '0000']",TRUE,0.5,4.71238845,4.71238838,1.57079691,1.57079582,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[2, 2, 2, 2]"
46,2,1,100,"['1100', '1011', '0100', '0011']",TRUE,0.5,1.57079638,3.14159269,0.78539825,2.35619449,"(0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
47,2,1,0,"['1111', '1000', '0111', '0000']",TRUE,0.5,4.71238757,3.14159295,2.35619417,0.78540057,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
48,2,1,100,"['1100', '1011', '0100', '0011']",TRUE,0.5,1.06232692,1.75760796,1.03963286,0.71797515,"(0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
49,2,1,1000,"['1111', '1000', '0111', '0000']",TRUE,0.5,1.57079977,3.14159299,0.78540003,2.35619413,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
50,2,1,1000,"['1100', '1000', '0111', '0011']",TRUE,0.5,1.570797,3.14159271,0.78539647,2.35619364,"(0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
51,2,1,0,"['1111', '1011', '0100', '0000']",TRUE,0.5,1.57079119,3.14159669,0.78539598,2.35619383,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
52,2,1,1100,"['1100', '1000', '0111', '0011']",TRUE,0.5,1.06232621,1.75760751,1.03963281,0.71797481,"(0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
53,2,1,0,"['1111', '1011', '0100', '0000']",TRUE,0.5,1.57079651,3.14159275,0.78539769,2.35619396,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
54,2,1,111,"['1011', '1000', '0111', '0100']",TRUE,0.5,4.71238898,1.57079585,0.78539801,2.35619448,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[2, 2, 2, 2]"
55,2,1,110,"['1010', '1001', '0110', '0101']",TRUE,0.5,4.71238541,1.5707932,0.78538724,2.35620097,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[2, 2, 2, 2]"
56,2,1,111,"['1010', '1001', '0111', '0100']",TRUE,0.5,4.71238811,4.71238768,1.57079731,1.5707954,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[2, 2, 2, 2]"
57,2,1,101,"['1011', '1000', '0110', '0101']",TRUE,0.5,4.71239019,4.71238682,1.57079638,1.57079575,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[2, 2, 2, 2]"
58,2,1,110,"['1011', '1000', '0110', '0101']",TRUE,0.5,4.71238977,4.71238591,1.57079642,1.5707946,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[2, 2, 2, 2]"
59,2,1,111,"['1010', '1001', '0111', '0100']",TRUE,0.5,4.71238702,4.71238295,1.57079955,1.57080275,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[2, 2, 2, 2]"
60,1.70722456,0.85361228,1000,"['1010', '1000', '0110', '0100']",TRUE,0.3150428,1.88594155,2.01258268,0.834576,1.04995495,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[2, 2, 2, 2]"
61,1.65327071,0.82663535,101,"['1011', '1001', '0111', '0101']",TRUE,0.28876474,5.06788975,4.31352189,0.99518579,2.03625624,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[2, 2, 2, 2]"
62,1.70722456,0.85361228,100,"['1001', '1000', '0101', '0100']",TRUE,0.31504281,1.88594134,2.01258495,0.83457465,1.04995513,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[2, 2, 2, 2]"
63,1.70722456,0.85361228,111,"['1011', '1010', '0111', '0110']",TRUE,0.31504296,1.885944,2.01258371,0.83457502,1.04995734,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[2, 2, 2, 2]"
64,2,1,1001,"['1011', '1001', '0110', '0100']",TRUE,0.5,4.712388,3.14159139,2.35619414,0.785398,"(0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
65,2,1,111,"['1010', '1000', '0111', '0101']",TRUE,0.5,1.5707916,3.14159793,0.78539641,2.35619674,"(0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
66,2,1,1011,"['1011', '1010', '0101', '0100']",TRUE,0.5,5.22085827,4.52557826,2.1019598,2.42361836,"(0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
67,2,1,1000,"['1001', '1000', '0111', '0110']",TRUE,0.5,5.22085887,4.52557614,2.10196112,2.42361913,"(0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
68,2,1,101,"['1010', '1000', '0111', '0101']",TRUE,0.5,4.71238884,3.14159226,2.35619432,0.78539777,"(0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
69,2,1,100,"['1011', '1001', '0110', '0100']",TRUE,0.5,1.06232618,1.75760843,1.0396339,0.7179746,"(0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
70,2,1,1001,"['1001', '1000', '0111', '0110']",TRUE,0.5,1.06232698,1.75760715,1.03963268,0.71797456,"(0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
71,2,1,100,"['1011', '1010', '0101', '0100']",TRUE,0.5,4.71238888,3.14159265,2.35619432,0.7853984,"(0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2]"
72,1,1,101,"['1110', '1101', '1011', '1010', '1001', '1000', '0111', '0110', '0101', '0100', '0010', '0001']",TRUE,0.14108692,4.49168498,5.36099069,0.20666873,0.45134393,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
73,3,1,101,"['1010', '1001', '0110', '0101']",TRUE,0.5,3.85956674,4.1812254,0.87880394,0.53116402,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[3, 3, 3, 3]"
74,2,0.66666667,1001,"['1010', '1001']",TRUE,0.5,3.92698971,3.92699186,3.14159265,0.78539892,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[3, 3]"
75,2,0.66666667,101,"['0110', '0101']",TRUE,0.5,5.49778696,5.49778898,3.14159265,2.35619488,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[3, 3]"
76,2,0.66666667,101,"['0110', '0101']",TRUE,0.5,5.4977866,5.49778644,3.14159265,2.35619569,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[3, 3]"
77,2,0.66666667,1010,"['1010', '1001']",TRUE,0.5,0.78539825,0.78539822,3.14159265,0.78539814,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[3, 3]"
78,2,0.66666667,1010,"['1010', '0110']",TRUE,0.5,4.71238818,4.71238893,1.57079912,1.57079275,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[3, 3]"
79,2,0.66666667,101,"['1001', '0101']",TRUE,0.5,2.35619595,2.35619256,3.14159265,2.35619288,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[3, 3]"
80,2,0.66666667,101,"['1001', '0101']",TRUE,0.5,4.71238941,4.71238963,1.57079591,1.57079668,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[3, 3]"
81,2,0.66666667,1010,"['1010', '0110']",TRUE,0.5,2.35619448,2.3561945,3.14159265,2.35619452,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[3, 3]"
82,2.46414806,0.82138269,110,"['1001', '0110']",TRUE,0.44067744,0.88658176,1.54187563,1.12191167,0.63521373,"(0, 0, 0, 0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[3, 3]"
83,2.46414806,0.82138269,101,"['1010', '0101']",TRUE,0.44067779,0.88658288,1.54187583,1.12191563,0.63521491,"(0, 0, 0, 0, -1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[3, 3]"
84,2.46414806,0.82138269,101,"['1010', '0101']",TRUE,0.44067775,5.39660239,4.74131017,2.01967728,2.50637767,"(0, 0, 0, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[3, 3]"
85,2.46414806,0.82138269,110,"['1001', '0110']",TRUE,0.44067784,5.39660222,4.74130921,2.01967693,2.50637763,"(0, 0, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[3, 3]"
86,2.46414806,0.82138269,1010,"['1010', '0101']",TRUE,0.44067781,5.39660232,4.74130946,2.01967697,2.50637783,"(0, 0, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
87,2.46414806,0.82138269,110,"['1001', '0110']",TRUE,0.44067757,0.88657833,1.54187249,1.12192032,0.63522021,"(0, 0, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
88,2.46414806,0.82138269,110,"['1001', '0110']",TRUE,0.44067782,0.88658299,1.5418757,1.12191598,0.63521513,"(0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
89,2.46414806,0.82138269,101,"['1010', '0101']",TRUE,0.44067779,0.88658276,1.54187585,1.12191582,0.63521482,"(0, 0, 0, 0, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
90,3,1,100,"['1011', '1000', '0111', '0100']",TRUE,0.5,0.78539812,2.35619457,1.57079623,2.35619452,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[3, 3, 3, 3]"
91,1,1,1111,"['1111', '1100', '1011', '1010', '1001', '1000', '0111', '0110', '0101', '0100', '0011', '0000']",TRUE,0.18076216,3.87758907,3.61899018,1.56379742,1.97775467,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
92,2,0.66666667,111,"['0111', '0100']",TRUE,0.5,5.49778645,5.49778637,3.14159128,2.3561946,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[3, 3]"
93,2,0.66666667,1000,"['1011', '1000']",TRUE,0.5,2.35619296,2.35619361,3.14159074,2.35619559,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[3, 3]"
94,2,0.66666667,1000,"['1011', '1000']",TRUE,0.5,4.71238936,4.71238945,1.57079607,1.57079656,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[3, 3]"
95,2,0.66666667,111,"['0111', '0100']",TRUE,0.5,5.49778728,5.49778662,3.14159213,2.35619535,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[3, 3]"
96,2,0.66666667,1000,"['1000', '0100']",TRUE,0.5,4.71238879,4.7123886,1.57079652,1.57079609,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[3, 3]"
97,2,0.66666667,111,"['1011', '0111']",TRUE,0.5,4.71239096,4.71238987,1.57079502,1.57079717,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[3, 3]"
98,2,0.66666667,1000,"['1000', '0100']",TRUE,0.5,4.71238858,4.71238742,1.57079695,1.57079625,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[3, 3]"
99,2,0.66666667,1100,"['1011', '0111']",FALSE,0.5,4.71238891,4.71238964,1.57079623,1.57079689,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[3, 3]"
100,2.46414806,0.82138269,100,"['1011', '0100']",TRUE,0.44067782,5.39660234,4.74130924,2.01967686,2.5063778,"(0, 0, 0, 0, -1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[3, 3]"
101,2.46414806,0.82138269,1000,"['1000', '0111']",TRUE,0.44067776,5.39660274,4.74130982,2.01967679,2.50637769,"(0, 0, 0, 0, -1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[3, 3]"
102,2.46414806,0.82138269,1011,"['1011', '0100']",TRUE,0.44067779,5.39660245,4.74130955,2.01967697,2.50637787,"(0, 0, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[3, 3]"
103,2.46414806,0.82138269,1000,"['1000', '0111']",TRUE,0.44067774,5.39660278,4.74130955,2.01967717,2.50637799,"(0, 0, 0, 0, -1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[3, 3]"
104,2.46414806,0.82138269,111,"['1000', '0111']",TRUE,0.44067778,0.8865827,1.54187522,1.12191616,0.63521515,"(0, 0, 0, 0, -1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
105,2.46414806,0.82138269,1011,"['1011', '0100']",TRUE,0.44067779,0.88658288,1.5418758,1.12191565,0.63521477,"(0, 0, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
106,2.46414806,0.82138269,1000,"['1000', '0111']",TRUE,0.44067779,5.39660269,4.74131009,2.01967594,2.50637779,"(0, 0, 0, 0, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
107,2.46414806,0.82138269,100,"['1011', '0100']",TRUE,0.44067779,0.88658286,1.54187577,1.12191577,0.63521478,"(0, 0, 0, 0, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3]"
108,2,1,1,"['1110', '1101', '0010', '0001']",TRUE,0.5,1.57079695,1.57079714,0.785398,0.78539853,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[2, 2, 2, 2]"
109,2,1,0,"['1111', '1100', '0011', '0000']",TRUE,0.5,1.57079707,1.570796,0.78539838,0.78539805,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[2, 2, 2, 2]"
110,2,1,10,"['1111', '1100', '0010', '0001']",TRUE,0.5,4.7123889,4.71238918,1.57079603,1.57079639,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[2, 2, 2, 2]"
