,E,ratio,solutions,real_solutions,isOpt,Entropy,gamma_1,gamma_2,beta_1,beta_2,formula,MaxObj
3291,2.87194149,0.71798537,0,['0000'],TRUE,0.52270516,2.34360156,5.06672375,0.96223998,0.63018305,"(0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",[4]
3292,2.91682722,0.7292068,1000,['1000'],TRUE,0.51535124,0.73869077,1.3331604,1.33316153,0.73869076,"(0, 1, 0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0)",[4]
3293,2.91682722,0.7292068,0,['0000'],TRUE,0.51535034,0.73868724,1.33315567,1.3331561,0.73868452,"(0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",[4]
3294,2.22818513,0.55704628,1000,['1000'],TRUE,0.27706374,0.59202947,0.89394917,0.8959007,0.66153632,"(0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1)",[4]
3295,2.05917427,0.51479357,1010,['1010'],TRUE,0.45119854,2.34579823,3.93735895,2.80808468,1.5747314,"(0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",[4]
3296,2.31374271,0.57843568,1010,['1010'],TRUE,0.28851608,0.61610112,1.01712403,1.02944892,0.67488234,"(0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0)",[4]
3297,2.31374271,0.57843568,1000,['1000'],TRUE,0.28851606,0.61610174,1.01712395,1.02944842,0.67488278,"(0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",[4]
3298,2.47839011,0.61959753,1000,['1000'],TRUE,0.34277537,0.63010884,1.08756891,1.17980824,0.73456193,"(0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0)",[4]
3299,2.47839011,0.61959753,1010,['1010'],TRUE,0.34277553,0.63011165,1.08756744,1.17980759,0.73456338,"(0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",[4]
3300,2.78439849,0.69609962,1000,"['1010', '1000']",TRUE,0.3318075,0.62212639,0.93611447,1.20295972,0.77075174,"(0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[4, 4]"
3301,1.75018806,0.87509403,1010,"['1011', '1010', '1001', '1000', '0010', '0000']",TRUE,0.26823653,0.59590036,0.97740116,1.11618679,0.86698587,"(0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[2, 2, 2, 2, 2, 2]"
3302,2.6917081,0.67292702,1000,['1000'],TRUE,0.43673303,0.780901,1.18476445,1.02391363,0.79859496,"(0, 1, 0, 1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0)",[4]
3303,2.6917081,0.67292702,1010,['1010'],TRUE,0.43673345,0.78090491,1.18476308,1.02391633,0.7985965,"(0, 1, 0, 1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",[4]
3304,1.71648319,0.85824159,1010,"['1011', '1010', '1001', '1000', '0110', '0100']",TRUE,0.22960076,0.62932377,1.28129311,0.94690198,0.41708431,"(0, 1, 0, 1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[2, 2, 2, 2, 2, 2]"
3305,3.02046398,0.755116,1000,"['1010', '1000']",TRUE,0.48387732,2.35686389,3.90889775,3.02619766,1.58041212,"(0, 1, 0, 1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[4, 4]"
3306,2.87194149,0.71798537,1010,['1010'],TRUE,0.52270545,0.79799164,1.21646087,0.96223961,0.63018398,"(0, 1, 0, 1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0)",[4]
3307,2.87194149,0.71798537,1000,['1000'],TRUE,0.52270516,0.79799068,1.21646211,0.96223937,0.63018344,"(0, 1, 0, 1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",[4]
3308,3.16312734,0.79078184,1000,"['1010', '1000']",TRUE,0.43693398,3.87987929,4.31401057,1.55114279,1.03358324,"(0, 1, 0, 1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[4, 4]"
3309,2,1,1000,"['1011', '1010', '1001', '1000', '0110', '0100', '0010', '0000']",TRUE,0.27942822,0.45526077,1.00777458,1.38101918,0.68305177,"(0, 1, 0, 1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2, 2, 2, 2, 2]"
3310,2.91682722,0.7292068,1000,['1000'],TRUE,0.51535033,0.7386858,1.33315533,1.33315521,0.7386855,"(0, 1, 0, 1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0)",[4]
3311,2.91682722,0.7292068,1010,['1010'],TRUE,0.51535023,0.73868493,1.33315463,1.33315502,0.73868536,"(0, 1, 0, 1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",[4]
3312,2.24981856,0.74993952,1010,"['1010', '1000', '0010']",TRUE,0.36920711,3.82510529,5.39076582,2.40219864,2.01132583,"(0, 1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[3, 3, 3]"
3313,2.62780106,0.52556021,1010,['1010'],TRUE,0.29904399,2.48415177,4.21521947,1.98275171,0.84197921,"(0, 1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",[5]
3314,2.89658368,0.57931674,1010,['1010'],TRUE,0.29202259,0.55750094,0.92100542,1.11925982,0.67198332,"(0, 1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0)",[5]
3315,2.2791685,0.75972283,1010,"['1010', '1000', '0110']",TRUE,0.31464375,0.61036084,1.20664531,0.82940953,0.52906021,"(0, 1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[3, 3, 3]"
3316,2.43329287,0.81109762,1010,"['1010', '1000', '0110', '0010']",TRUE,0.28680506,0.50431058,0.96024012,1.13309804,0.62422189,"(0, 1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[3, 3, 3, 3]"
3317,2.94057119,0.58811424,1010,['1010'],TRUE,0.34509475,0.60838565,1.05791207,1.09988715,0.72800397,"(0, 1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",[5]
3318,2.89658368,0.57931674,1010,['1010'],TRUE,0.29202239,0.55750211,0.92100691,1.11926188,0.6719846,"(0, 1, 0, 1, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0)",[5]
3319,2.22609954,0.74203318,10,"['1010', '1001', '0010']",TRUE,0.30376736,2.49258028,4.62825001,0.88187416,0.60179885,"(0, 1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[3, 3, 3]"
3320,2.43329287,0.81109762,1010,"['1010', '1001', '1000', '0010']",TRUE,0.28680529,0.50431024,0.96024644,1.13310756,0.62422811,"(0, 1, 0, 1, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[3, 3, 3, 3]"
3321,2.94057119,0.58811424,1010,['1010'],TRUE,0.34509473,0.6083859,1.05791197,1.09988702,0.72800399,"(0, 1, 0, 1, -1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",[5]
3322,2.60992898,0.86997633,110,"['1010', '1001', '0110']",TRUE,0.41131384,2.45658031,4.86527688,0.76802525,0.49466188,"(0, 1, 0, 1, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[3, 3, 3]"
3323,3.27085702,0.6541714,1010,['1010'],TRUE,0.39760988,0.66521955,0.9498955,1.4584971,0.94828293,"(0, 1, 0, 1, -1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",[5]
3324,3.24541291,0.64908258,1010,['1010'],TRUE,0.39992326,0.66095247,1.08592335,1.44321435,0.9112364,"(0, 1, 0, 1, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0)",[5]
3325,2.52326224,0.84108741,1000,"['1010', '1001', '1000', '0110']",TRUE,0.30593203,0.56945036,1.05031764,1.12190863,0.52755076,"(0, 1, 0, 1, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3]"
3326,3.24541291,0.64908258,1010,['1010'],TRUE,0.39992347,0.66095446,1.08592352,1.44321191,0.91123237,"(0, 1, 0, 1, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0)",[5]
3327,2.52326224,0.84108741,10,"['1010', '1001', '0110', '0010']",TRUE,0.30593215,0.5694552,1.05031953,1.12190651,0.52754824,"(0, 1, 0, 1, -1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3]"
3328,2.93047216,0.97682405,10,"['1010', '1001', '1000', '0110', '0010']",TRUE,0.40768289,0.5680036,1.1186062,1.39673843,0.74834478,"(0, 1, 0, 1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3, 3]"
3329,3.23346314,0.64669263,1010,['1010'],TRUE,0.45951831,0.71150019,4.34842684,1.48226951,0.87549002,"(0, 1, 0, 1, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",[5]
3330,2.84920325,0.56984065,1000,['1000'],TRUE,0.29309122,0.48966454,0.77595665,0.89487706,0.56334381,"(0, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1)",[5]
3331,2.30516733,0.76838911,1000,"['1010', '1000', '0000']",TRUE,0.30810733,2.52233352,4.15445305,2.07483613,0.79996569,"(0, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[3, 3, 3]"
3332,2.22609954,0.74203318,1010,"['1010', '1000', '0100']",TRUE,0.30376762,2.49257707,4.62825505,0.88187607,0.60179532,"(0, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[3, 3, 3]"
3333,2.89658368,0.57931674,1000,['1000'],TRUE,0.2920225,0.55750136,0.92100589,1.11926075,0.67198386,"(0, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",[5]
3334,2.94057119,0.58811424,1000,['1000'],TRUE,0.34509462,0.60838343,1.05790997,1.09988922,0.72800772,"(0, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0)",[5]
3335,2.43329287,0.81109762,1000,"['1010', '1000', '0100', '0000']",TRUE,0.28680504,0.50431044,0.96023962,1.13309794,0.62422201,"(0, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[3, 3, 3, 3]"
3336,2.89658367,0.57931673,1000,['1000'],TRUE,0.29202197,0.55750497,0.92100535,1.11925904,0.67199208,"(0, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0)",[5]
3337,2.22609954,0.74203318,0,"['1011', '1000', '0000']",TRUE,0.30376763,2.49257824,4.6282527,0.88188,0.60179815,"(0, 1, 0, 1, -1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[3, 3, 3]"
3338,2.94057119,0.58811424,1000,['1000'],TRUE,0.34509475,0.60838565,1.0579121,1.09988705,0.72800396,"(0, 1, 0, 1, -1, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0)",[5]
3339,2.43329287,0.81109762,1000,"['1011', '1010', '1000', '0000']",TRUE,0.28680506,0.50431056,0.96024002,1.1330982,0.62422252,"(0, 1, 0, 1, -1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[3, 3, 3, 3]"
3340,2.60992898,0.86997633,100,"['1011', '1000', '0100']",TRUE,0.41131382,0.68501228,1.41790855,0.76802526,0.49466214,"(0, 1, 0, 1, -1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[3, 3, 3]"
3341,3.27085702,0.6541714,1000,['1000'],TRUE,0.39761005,0.66522059,0.94989428,1.45849791,0.94828147,"(0, 1, 0, 1, -1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",[5]
3342,2.52326224,0.84108741,1010,"['1011', '1010', '1000', '0100']",TRUE,0.30593212,0.56945288,1.05031825,1.12190635,0.52755075,"(0, 1, 0, 1, -1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3]"
3343,3.24541291,0.64908258,1000,['1000'],TRUE,0.39992342,0.66095324,1.08592331,1.44321262,0.91123078,"(0, 1, 0, 1, -1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",[5]
3344,3.24541291,0.64908258,1000,['1000'],TRUE,0.39992356,0.66095483,1.08592452,1.44321268,0.91123259,"(0, 1, 0, 1, -1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0)",[5]
3345,2.52326224,0.84108741,0,"['1011', '1000', '0100', '0000']",TRUE,0.30593211,0.56945304,1.0503183,1.12190627,0.52755034,"(0, 1, 0, 1, -1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3]"
3346,3.23346314,0.64669263,1000,['1000'],TRUE,0.4595182,0.71150012,4.34842625,1.48226992,0.8754914,"(0, 1, 0, 1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0)",[5]
3347,2.93047216,0.97682405,1010,"['1011', '1010', '1000', '0100', '0000']",TRUE,0.40768273,0.56800362,1.11860649,1.39673572,0.74834301,"(0, 1, 0, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3, 3]"
3348,2.05917427,0.51479357,10,['0010'],TRUE,0.45119871,2.34579846,3.93735845,2.80808546,1.5747307,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1)",[4]
3349,2.22818513,0.55704628,0,['0000'],TRUE,0.27706384,0.59203041,0.89394811,0.8959004,0.6615378,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",[4]
3350,2.31374271,0.57843568,10,['0010'],TRUE,0.28851608,0.61610147,1.01712408,1.02944851,0.67488213,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0)",[4]
3351,2.31374271,0.57843568,0,['0000'],TRUE,0.28851608,0.61610117,1.01712437,1.02944902,0.67488237,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",[4]
3352,2.47839011,0.61959753,10,['0010'],TRUE,0.34277528,0.6301082,1.08756658,1.1798058,0.73456274,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0)",[4]
3353,2.47839011,0.61959753,0,['0000'],TRUE,0.34277535,0.63010855,1.08756646,1.17980635,0.73456302,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",[4]
3354,1.75018806,0.87509403,10,"['1010', '1000', '0011', '0010', '0001', '0000']",TRUE,0.26823688,0.59590194,0.97740319,1.11618678,0.86698867,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[2, 2, 2, 2, 2, 2]"
3355,2.78439849,0.69609962,10,"['0010', '0000']",TRUE,0.3318075,0.62212594,0.93611435,1.20295959,0.77075127,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[4, 4]"
3356,2.6917081,0.67292702,10,['0010'],TRUE,0.43673345,0.78090632,1.18476236,1.0239159,0.79859614,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0)",[4]
3357,2.6917081,0.67292702,0,['0000'],TRUE,0.4367333,0.7809036,1.18476285,1.02391541,0.79859577,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",[4]
3358,1.71648319,0.85824159,0,"['1110', '1100', '0011', '0010', '0001', '0000']",TRUE,0.22960078,0.62932351,1.28129104,0.9469007,0.41708557,"(0, 1, 0, 1, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[2, 2, 2, 2, 2, 2]"
3359,3.04146557,0.76036639,0,"['0010', '0000']",TRUE,0.3845214,0.65352736,0.93352937,1.5288745,0.98930993,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)","[4, 4]"
3360,2.87194149,0.71798537,10,['0010'],TRUE,0.52270519,2.3436014,5.06672388,0.96224002,0.63018304,"(0, 1, 0, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0)",[4]
3361,2.87194149,0.71798537,0,['0000'],TRUE,0.52270521,2.34360165,5.06672422,0.96224031,0.63018336,"(0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",[4]
3362,2,1,10,"['1110', '1100', '1010', '1000', '0011', '0010', '0001', '0000']",TRUE,0.49979072,2.35255554,3.92331434,3.1415811,1.57812298,"(0, 1, 0, 1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[2, 2, 2, 2, 2, 2, 2, 2]"
3363,3.16312734,0.79078184,0,"['0010', '0000']",TRUE,0.43693401,3.87987957,4.31401035,1.5511426,1.03358241,"(0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)","[4, 4]"
3364,2.91682722,0.7292068,10,['0010'],TRUE,0.5153507,0.73868706,1.3331578,1.33315644,0.73868759,"(0, 1, 0, 1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0)",[4]
3365,2.91682722,0.7292068,0,['0000'],TRUE,0.5153503,0.73868559,1.33315518,1.3331552,0.73868542,"(0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",[4]
3366,2.84920325,0.56984065,10,['0010'],TRUE,0.2930913,0.48966323,0.77595735,0.89487616,0.56334393,"(0, 1, 0, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1)",[5]
3367,2.30516733,0.76838911,10,"['1010', '0010', '0000']",TRUE,0.30810703,2.52233341,4.15445467,2.07483131,0.7999638,"(0, 1, 0, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[3, 3, 3]"
3368,2.89658368,0.57931674,10,['0010'],TRUE,0.29202252,0.55750122,0.92100604,1.11926083,0.67198367,"(0, 1, 0, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0)",[5]
3369,2.22609954,0.74203318,0,"['1110', '0010', '0000']",TRUE,0.30376762,2.49257845,4.62825239,0.88187857,0.6017993,"(0, 1, 0, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[3, 3, 3]"
3370,2.94057119,0.58811424,10,['0010'],TRUE,0.34509482,0.60838608,1.05791287,1.09988583,0.72800269,"(0, 1, 0, 1, 1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0)",[5]
3371,2.43329287,0.81109762,10,"['1110', '1010', '0010', '0000']",TRUE,0.28680505,0.50431023,0.96023903,1.13309508,0.62422005,"(0, 1, 0, 1, 1, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[3, 3, 3, 3]"
3372,2.2791685,0.75972283,10,"['1010', '0010', '0001']",TRUE,0.31464384,0.61036175,1.20664839,0.82940998,0.52906127,"(0, 1, 0, 1, 1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[3, 3, 3]"
3373,2.89658368,0.57931674,10,['0010'],TRUE,0.29202256,0.55750194,0.92100701,1.11926007,0.67198285,"(0, 1, 0, 1, 1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",[5]
3374,2.94057119,0.58811424,10,['0010'],TRUE,0.34509475,0.60838576,1.05791212,1.0998872,0.72800399,"(0, 1, 0, 1, 1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0)",[5]
3375,2.43329287,0.81109762,10,"['1010', '0010', '0001', '0000']",TRUE,0.28680506,0.50431043,0.96023996,1.1330981,0.62422244,"(0, 1, 0, 1, 1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0)","[3, 3, 3, 3]"
3376,2.60992898,0.86997633,1,"['1110', '0010', '0001']",TRUE,0.4113138,0.68501238,1.41790816,0.7680254,0.49466208,"(0, 1, 0, 1, 1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[3, 3, 3]"
3377,3.27085702,0.6541714,10,['0010'],TRUE,0.39760967,0.66521834,0.9498953,1.45849676,0.94828397,"(0, 1, 0, 1, 1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",[5]
3378,3.24541291,0.64908258,10,['0010'],TRUE,0.39992355,0.66095481,1.08592382,1.44321288,0.91123188,"(0, 1, 0, 1, 1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0)",[5]
3379,2.52326224,0.84108741,0,"['1110', '0010', '0001', '0000']",TRUE,0.30593203,0.56945322,1.05031746,1.12190379,0.52754903,"(0, 1, 0, 1, 1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3]"
3380,2.52326224,0.84108741,1010,"['1110', '1010', '0010', '0001']",TRUE,0.30593207,0.56945137,1.05031697,1.12190673,0.5275513,"(0, 1, 0, 1, 1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3]"
3381,3.24541291,0.64908258,10,['0010'],TRUE,0.39992355,0.66095494,1.08592423,1.44321108,0.91123131,"(0, 1, 0, 1, 1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",[5]
3382,3.23346314,0.64669263,10,['0010'],TRUE,0.45951815,3.85309398,1.20683319,1.48226693,0.8754859,"(0, 1, 0, 1, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0)",[5]
3383,2.93047216,0.97682405,1010,"['1110', '1010', '0010', '0001', '0000']",TRUE,0.40768273,3.70959649,1.11860603,1.39673572,0.74834281,"(0, 1, 0, 1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3, 3]"
3384,2.24981857,0.74993952,0,"['1000', '0010', '0000']",TRUE,0.36920984,3.8250991,5.39077784,2.40222155,2.01131855,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[3, 3, 3]"
3385,2.84920325,0.56984065,0,['0000'],TRUE,0.29309128,0.48966274,0.77595754,0.89487663,0.56334375,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",[5]
3386,2.2791685,0.75972283,0,"['1100', '0010', '0000']",TRUE,0.31464371,0.61036052,1.20664462,0.82941066,0.52906094,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[3, 3, 3]"
3387,2.89658368,0.57931674,0,['0000'],TRUE,0.29202256,0.55750083,0.92100533,1.11926011,0.67198358,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",[5]
3388,2.43329287,0.81109762,0,"['1100', '1000', '0010', '0000']",TRUE,0.28680506,0.50431044,0.96023997,1.13309809,0.62422246,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[3, 3, 3, 3]"
3389,2.94057119,0.58811424,0,['0000'],TRUE,0.34509475,0.60838579,1.05791215,1.099887,0.72800405,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",[5]
3390,2.2791685,0.75972283,0,"['1000', '0011', '0000']",TRUE,0.31464385,0.61035994,1.20664768,0.82940695,0.5290636,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[3, 3, 3]"
3391,2.89658368,0.57931674,0,['0000'],TRUE,0.29202254,0.55750145,0.92100611,1.11926051,0.6719833,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",[5]
3392,2.43329287,0.81109762,0,"['1000', '0011', '0010', '0000']",TRUE,0.28680506,0.50431314,0.96024101,1.13309872,0.62422196,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0)","[3, 3, 3, 3]"
3393,2.94057119,0.58811424,0,['0000'],TRUE,0.34509471,0.60838662,1.05791284,1.09988691,0.72800477,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",[5]
3394,2.60992898,0.86997633,11,"['1100', '0011', '0000']",TRUE,0.41131365,2.45658158,4.86527458,0.76803024,0.49466113,"(0, 1, 0, 1, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0)","[3, 3, 3]"
3395,3.27085702,0.6541714,0,['0000'],TRUE,0.3976103,0.66522243,0.94989717,1.45849809,0.94828448,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",[5]
3396,2.52326224,0.84108741,10,"['1100', '0011', '0010', '0000']",TRUE,0.30593208,0.56945245,1.05031836,1.12190544,0.52755089,"(0, 1, 0, 1, 1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3]"
3397,3.24541291,0.64908258,0,['0000'],TRUE,0.39992357,0.66095504,1.08592401,1.44321192,0.91123146,"(0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",[5]
3398,2.52326224,0.84108741,1000,"['1100', '1000', '0011', '0000']",TRUE,0.3059321,0.56945305,1.0503175,1.12190693,0.52754974,"(0, 1, 0, 1, 1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3]"
3399,3.24541291,0.64908258,0,['0000'],TRUE,0.39992353,0.66095463,1.08592386,1.4432125,0.91123188,"(0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",[5]
3400,2.93047216,0.97682405,1000,"['1100', '1000', '0011', '0010', '0000']",TRUE,0.40768274,0.56800356,1.11860647,1.39673593,0.74834311,"(0, 1, 0, 1, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0)","[3, 3, 3, 3, 3]"
3401,3.23346314,0.64669263,0,['0000'],TRUE,0.45951823,0.71150038,4.34842646,1.48226968,0.87549106,"(0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",[5]
3402,2.17300244,0.72433415,10,"['1011', '0010']",TRUE,0.3187378,5.52975791,4.5782808,1.53616414,2.43904373,"(0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1)","[3, 3]"
3403,2.18886685,0.72962228,1010,"['1010', '0011']",TRUE,0.32761798,2.37440758,1.43711921,1.857205,2.46051047,"(0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[3, 3]"
3404,2.14230676,0.71410225,1010,"['1010', '0010']",TRUE,0.36874125,5.61029253,0.96116869,1.96108825,2.25909789,"(0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0)","[3, 3]"
3405,2.14230676,0.71410225,1011,"['1011', '0011']",TRUE,0.3687412,5.61029359,0.96116909,1.96108794,2.25909817,"(0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[3, 3]"
3406,2.610854,0.87028467,1011,"['1011', '0010']",TRUE,0.52815322,0.90793358,1.28067418,1.12112282,0.86561809,"(0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0)","[3, 3]"
3407,2.610854,0.87028467,11,"['1010', '0011']",TRUE,0.52815332,5.37524305,1.28067053,2.0204722,2.27597181,"(0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)","[3, 3]"
3408,2.610854,0.87028467,1010,"['1010', '0011']",TRUE,0.52815386,0.90794013,1.28066844,1.12112303,0.86561983,"(0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0)","[3, 3]"
